# source: Mustafa Insel, 1990 PhD thesis, Figure 359
# source_location: printed page 358; PDF page 368
# source-only two-pass trace; no michell output used in extraction or reconciliation
figure,source_printed_page,source_pdf_page,separation_over_length,model,hull,line_style,relative_position_pass_a,relative_position_pass_b,fn_anchor,fn,tau,fn_digitization_uncertainty,tau_digitization_uncertainty,pass_count,adjudication,fn_a,tau_a,fn_b,tau_b,fn_pass_difference,tau_pass_difference,pass_a_x_px,pass_a_y_px,pass_b_x_px,pass_b_y_px
359,358,368,0.2,C4,"round-bilge hull, L/B 9",dash-dot,near-unity initial RBH branch; middle rising branch; long descending branch after the common hump,near-horizontal lower RBH start; central rising branch; longest descending non-dotted branch,0.440,0.4399999,1.3629038,0.0030000,0.0328486,2,two-pass source-only match; ordinate averaged,0.4400001,1.3300552,0.4399998,1.3957524,0.0000002,0.0656972,1240.689,907.396,1240.933,874.191
359,358,368,0.2,C4,"round-bilge hull, L/B 9",dash-dot,near-unity initial RBH branch; middle rising branch; long descending branch after the common hump,near-horizontal lower RBH start; central rising branch; longest descending non-dotted branch,0.445,0.4450001,1.4007442,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged,0.4450002,1.4015615,0.4450000,1.3999269,0.0000002,0.0016346,1251.067,871.128,1251.300,872.077
359,358,368,0.2,C4,"round-bilge hull, L/B 9",dash-dot,near-unity initial RBH branch; middle rising branch; long descending branch after the common hump,near-horizontal lower RBH start; central rising branch; longest descending non-dotted branch,0.450,0.4500000,1.3879663,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged,0.4499998,1.3696195,0.4500002,1.4063132,0.0000004,0.0366937,1261.444,887.329,1261.667,868.843
359,358,368,0.2,C4,"round-bilge hull, L/B 9",dash-dot,near-unity initial RBH branch; middle rising branch; long descending branch after the common hump,near-horizontal lower RBH start; central rising branch; longest descending non-dotted branch,0.455,0.4549999,1.3938629,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged,0.4549999,1.3921254,0.4549998,1.3956003,0.0000001,0.0034749,1271.822,875.914,1272.033,874.268
359,358,368,0.2,C4,"round-bilge hull, L/B 9",dash-dot,near-unity initial RBH branch; middle rising branch; long descending branch after the common hump,near-horizontal lower RBH start; central rising branch; longest descending non-dotted branch,0.460,0.4600000,1.4209850,0.0030000,0.0217283,2,two-pass source-only match; ordinate averaged,0.4600000,1.3992567,0.4600000,1.4427133,0.0000000,0.0434566,1282.200,872.297,1282.400,850.410
359,358,368,0.2,C4,"round-bilge hull, L/B 9",dash-dot,near-unity initial RBH branch; middle rising branch; long descending branch after the common hump,near-horizontal lower RBH start; central rising branch; longest descending non-dotted branch,0.465,0.4650001,1.4409317,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged,0.4650001,1.4342547,0.4650002,1.4476086,0.0000001,0.0133539,1292.578,854.546,1292.767,847.931
359,358,368,0.2,C4,"round-bilge hull, L/B 9",dash-dot,near-unity initial RBH branch; middle rising branch; long descending branch after the common hump,near-horizontal lower RBH start; central rising branch; longest descending non-dotted branch,0.470,0.4700000,1.4517701,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged,0.4700002,1.4415714,0.4699998,1.4619688,0.0000004,0.0203974,1302.956,850.835,1303.133,840.659
359,358,368,0.2,C4,"round-bilge hull, L/B 9",dash-dot,near-unity initial RBH branch; middle rising branch; long descending branch after the common hump,near-horizontal lower RBH start; central rising branch; longest descending non-dotted branch,0.475,0.4749999,1.4639663,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged,0.4749998,1.4649527,0.4750000,1.4629799,0.0000002,0.0019728,1313.333,838.976,1313.500,840.147
359,358,368,0.2,C4,"round-bilge hull, L/B 9",dash-dot,near-unity initial RBH branch; middle rising branch; long descending branch after the common hump,near-horizontal lower RBH start; central rising branch; longest descending non-dotted branch,0.480,0.4800001,1.5011374,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged,0.4799999,1.5050453,0.4800002,1.4972295,0.0000002,0.0078159,1323.711,818.641,1323.867,822.803
359,358,368,0.2,C4,"round-bilge hull, L/B 9",dash-dot,near-unity initial RBH branch; middle rising branch; long descending branch after the common hump,near-horizontal lower RBH start; central rising branch; longest descending non-dotted branch,0.485,0.4849999,1.5202892,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged,0.4850001,1.5238801,0.4849998,1.5166983,0.0000002,0.0071819,1334.089,809.088,1334.233,812.944
359,358,368,0.2,C4,"round-bilge hull, L/B 9",dash-dot,near-unity initial RBH branch; middle rising branch; long descending branch after the common hump,near-horizontal lower RBH start; central rising branch; longest descending non-dotted branch,0.490,0.4900001,1.5333040,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged,0.4900002,1.5383438,0.4900000,1.5282642,0.0000002,0.0100796,1344.467,801.752,1344.600,807.087
359,358,368,0.2,C4,"round-bilge hull, L/B 9",dash-dot,near-unity initial RBH branch; middle rising branch; long descending branch after the common hump,near-horizontal lower RBH start; central rising branch; longest descending non-dotted branch,0.495,0.4950000,1.5481623,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged,0.4949998,1.5477760,0.4950002,1.5485486,0.0000004,0.0007726,1354.844,796.968,1354.967,796.815
359,358,368,0.2,C4,"round-bilge hull, L/B 9",dash-dot,near-unity initial RBH branch; middle rising branch; long descending branch after the common hump,near-horizontal lower RBH start; central rising branch; longest descending non-dotted branch,0.500,0.4999999,1.5572022,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged,0.4999999,1.5570505,0.4999998,1.5573539,0.0000001,0.0003034,1365.222,792.264,1365.333,792.356
359,358,368,0.2,C4,"round-bilge hull, L/B 9",dash-dot,near-unity initial RBH branch; middle rising branch; long descending branch after the common hump,near-horizontal lower RBH start; central rising branch; longest descending non-dotted branch,0.505,0.5050000,1.5605844,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged,0.5050000,1.5601341,0.5050000,1.5610348,0.0000000,0.0009007,1375.600,790.700,1375.700,790.492
359,358,368,0.2,C4,"round-bilge hull, L/B 9",dash-dot,near-unity initial RBH branch; middle rising branch; long descending branch after the common hump,near-horizontal lower RBH start; central rising branch; longest descending non-dotted branch,0.510,0.5100001,1.5585794,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged,0.5100001,1.5572792,0.5100002,1.5598795,0.0000001,0.0026004,1385.978,792.148,1386.067,791.077
359,358,368,0.2,C4,"round-bilge hull, L/B 9",dash-dot,near-unity initial RBH branch; middle rising branch; long descending branch after the common hump,near-horizontal lower RBH start; central rising branch; longest descending non-dotted branch,0.515,0.5150000,1.5565924,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged,0.5150002,1.5564610,0.5149998,1.5567239,0.0000004,0.0002630,1396.356,792.563,1396.433,792.675
359,358,368,0.2,C4,"round-bilge hull, L/B 9",dash-dot,near-unity initial RBH branch; middle rising branch; long descending branch after the common hump,near-horizontal lower RBH start; central rising branch; longest descending non-dotted branch,0.520,0.5199999,1.5546086,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged,0.5199998,1.5543139,0.5200000,1.5549032,0.0000002,0.0005894,1406.733,793.652,1406.800,793.597
359,358,368,0.2,C4,"round-bilge hull, L/B 9",dash-dot,near-unity initial RBH branch; middle rising branch; long descending branch after the common hump,near-horizontal lower RBH start; central rising branch; longest descending non-dotted branch,0.525,0.5250001,1.5821327,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged,0.5249999,1.5812697,0.5250002,1.5829957,0.0000002,0.0017259,1417.111,779.980,1417.167,779.371
359,358,368,0.2,C4,"round-bilge hull, L/B 9",dash-dot,near-unity initial RBH branch; middle rising branch; long descending branch after the common hump,near-horizontal lower RBH start; central rising branch; longest descending non-dotted branch,0.530,0.5299999,1.5504896,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged,0.5300001,1.5501991,0.5299998,1.5507800,0.0000002,0.0005809,1427.489,795.739,1427.533,795.685
359,358,368,0.2,C4,"round-bilge hull, L/B 9",dash-dot,near-unity initial RBH branch; middle rising branch; long descending branch after the common hump,near-horizontal lower RBH start; central rising branch; longest descending non-dotted branch,0.535,0.5350001,1.5490019,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged,0.5350002,1.5486534,0.5350000,1.5493503,0.0000002,0.0006969,1437.867,796.523,1437.900,796.409
359,358,368,0.2,C4,"round-bilge hull, L/B 9",dash-dot,near-unity initial RBH branch; middle rising branch; long descending branch after the common hump,near-horizontal lower RBH start; central rising branch; longest descending non-dotted branch,0.540,0.5400000,1.5693190,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged,0.5399998,1.5696668,0.5400002,1.5689712,0.0000004,0.0006956,1448.244,785.865,1448.267,786.473
359,358,368,0.2,C4,"round-bilge hull, L/B 9",dash-dot,near-unity initial RBH branch; middle rising branch; long descending branch after the common hump,near-horizontal lower RBH start; central rising branch; longest descending non-dotted branch,0.545,0.5449999,1.5314059,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged,0.5449999,1.5314255,0.5449998,1.5313863,0.0000001,0.0000392,1458.622,805.261,1458.633,805.506
359,358,368,0.2,C4,"round-bilge hull, L/B 9",dash-dot,near-unity initial RBH branch; middle rising branch; long descending branch after the common hump,near-horizontal lower RBH start; central rising branch; longest descending non-dotted branch,0.550,0.5500000,1.5265668,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged,0.5500000,1.5264038,0.5500000,1.5267299,0.0000000,0.0003261,1469.000,807.808,1469.000,807.864
359,358,368,0.2,C4,"round-bilge hull, L/B 9",dash-dot,near-unity initial RBH branch; middle rising branch; long descending branch after the common hump,near-horizontal lower RBH start; central rising branch; longest descending non-dotted branch,0.555,0.5550001,1.5220921,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged,0.5550001,1.5213762,0.5550002,1.5228081,0.0000001,0.0014319,1479.378,810.358,1479.367,809.850
359,358,368,0.2,C4,"round-bilge hull, L/B 9",dash-dot,near-unity initial RBH branch; middle rising branch; long descending branch after the common hump,near-horizontal lower RBH start; central rising branch; longest descending non-dotted branch,0.560,0.5600000,1.5429905,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged,0.5600002,1.5428017,0.5599998,1.5431793,0.0000004,0.0003776,1489.756,799.491,1489.733,799.534
359,358,368,0.2,C4,"round-bilge hull, L/B 9",dash-dot,near-unity initial RBH branch; middle rising branch; long descending branch after the common hump,near-horizontal lower RBH start; central rising branch; longest descending non-dotted branch,0.565,0.5649999,1.4976968,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged,0.5649998,1.4983222,0.5650000,1.4970715,0.0000002,0.0012507,1500.133,822.051,1500.100,822.883
359,358,368,0.2,C4,"round-bilge hull, L/B 9",dash-dot,near-unity initial RBH branch; middle rising branch; long descending branch after the common hump,near-horizontal lower RBH start; central rising branch; longest descending non-dotted branch,0.570,0.5700001,1.4916707,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged,0.5699999,1.4873718,0.5700002,1.4959696,0.0000002,0.0085977,1510.511,827.605,1510.467,823.441
359,358,368,0.2,C4,"round-bilge hull, L/B 9",dash-dot,near-unity initial RBH branch; middle rising branch; long descending branch after the common hump,near-horizontal lower RBH start; central rising branch; longest descending non-dotted branch,0.575,0.5749999,1.4813321,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged,0.5750001,1.4722614,0.5749998,1.4904028,0.0000002,0.0181414,1520.889,835.269,1520.833,826.260
359,358,368,0.2,C4,"round-bilge hull, L/B 9",dash-dot,near-unity initial RBH branch; middle rising branch; long descending branch after the common hump,near-horizontal lower RBH start; central rising branch; longest descending non-dotted branch,0.580,0.5800001,1.4786611,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged,0.5800002,1.4613269,0.5800000,1.4959953,0.0000002,0.0346684,1531.267,840.815,1531.200,823.428
359,358,368,0.2,C4,"round-bilge hull, L/B 9",dash-dot,near-unity initial RBH branch; middle rising branch; long descending branch after the common hump,near-horizontal lower RBH start; central rising branch; longest descending non-dotted branch,0.585,0.5850000,1.4526755,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged,0.5849998,1.4490083,0.5850002,1.4563428,0.0000004,0.0073345,1541.644,847.063,1541.567,843.508
359,358,368,0.2,C4,"round-bilge hull, L/B 9",dash-dot,near-unity initial RBH branch; middle rising branch; long descending branch after the common hump,near-horizontal lower RBH start; central rising branch; longest descending non-dotted branch,0.590,0.5899999,1.4404186,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged,0.5899999,1.4363506,0.5899998,1.4444866,0.0000001,0.0081360,1552.022,853.483,1551.933,849.512
359,358,368,0.2,C4,"round-bilge hull, L/B 9",dash-dot,near-unity initial RBH branch; middle rising branch; long descending branch after the common hump,near-horizontal lower RBH start; central rising branch; longest descending non-dotted branch,0.595,0.5950000,1.4324558,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged,0.5950000,1.4297674,0.5950000,1.4351442,0.0000000,0.0053768,1562.400,856.822,1562.300,854.243
359,358,368,0.2,C4,"round-bilge hull, L/B 9",dash-dot,near-unity initial RBH branch; middle rising branch; long descending branch after the common hump,near-horizontal lower RBH start; central rising branch; longest descending non-dotted branch,0.600,0.6000001,1.3989136,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged,0.6000001,1.3991522,0.6000002,1.3986750,0.0000001,0.0004772,1572.778,872.350,1572.667,872.711
359,358,368,0.2,C4,"round-bilge hull, L/B 9",dash-dot,near-unity initial RBH branch; middle rising branch; long descending branch after the common hump,near-horizontal lower RBH start; central rising branch; longest descending non-dotted branch,0.605,0.6050000,1.3958310,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged,0.6050002,1.3979456,0.6049998,1.3937164,0.0000004,0.0042292,1583.156,872.962,1583.033,875.222
359,358,368,0.2,C4,"round-bilge hull, L/B 9",dash-dot,near-unity initial RBH branch; middle rising branch; long descending branch after the common hump,near-horizontal lower RBH start; central rising branch; longest descending non-dotted branch,0.610,0.6099999,1.3866802,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged,0.6099998,1.3840576,0.6100000,1.3893029,0.0000002,0.0052454,1593.533,880.006,1593.400,877.457
359,358,368,0.2,C4,"round-bilge hull, L/B 9",dash-dot,near-unity initial RBH branch; middle rising branch; long descending branch after the common hump,near-horizontal lower RBH start; central rising branch; longest descending non-dotted branch,0.615,0.6150001,1.3549393,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged,0.6149999,1.3555501,0.6150002,1.3543286,0.0000002,0.0012215,1603.911,894.465,1603.767,895.168
359,358,368,0.2,C4,"round-bilge hull, L/B 9",dash-dot,near-unity initial RBH branch; middle rising branch; long descending branch after the common hump,near-horizontal lower RBH start; central rising branch; longest descending non-dotted branch,0.620,0.6199999,1.3516455,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged,0.6200001,1.3518139,0.6199998,1.3514771,0.0000002,0.0003368,1614.289,896.360,1614.133,896.612
359,358,368,0.2,C4,"round-bilge hull, L/B 9",dash-dot,near-unity initial RBH branch; middle rising branch; long descending branch after the common hump,near-horizontal lower RBH start; central rising branch; longest descending non-dotted branch,0.625,0.6250001,1.3386332,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged,0.6250002,1.3278963,0.6250000,1.3493701,0.0000002,0.0214738,1624.667,908.491,1624.500,897.679
359,358,368,0.2,C4,"round-bilge hull, L/B 9",dash-dot,near-unity initial RBH branch; middle rising branch; long descending branch after the common hump,near-horizontal lower RBH start; central rising branch; longest descending non-dotted branch,0.630,0.6300000,1.3095781,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged,0.6299998,1.3103845,0.6300002,1.3087717,0.0000004,0.0016127,1635.044,917.373,1634.867,918.238
359,358,368,0.2,C4,"round-bilge hull, L/B 9",dash-dot,near-unity initial RBH branch; middle rising branch; long descending branch after the common hump,near-horizontal lower RBH start; central rising branch; longest descending non-dotted branch,0.635,0.6349999,1.3028198,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged,0.6349999,1.3013486,0.6349998,1.3042911,0.0000001,0.0029425,1645.422,921.956,1645.233,920.507
359,358,368,0.2,C4,"round-bilge hull, L/B 9",dash-dot,near-unity initial RBH branch; middle rising branch; long descending branch after the common hump,near-horizontal lower RBH start; central rising branch; longest descending non-dotted branch,0.640,0.6400000,1.2703927,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged,0.6400000,1.2715398,0.6400000,1.2692457,0.0000000,0.0022942,1655.800,937.075,1655.600,938.254
359,358,368,0.2,C4,"round-bilge hull, L/B 9",dash-dot,near-unity initial RBH branch; middle rising branch; long descending branch after the common hump,near-horizontal lower RBH start; central rising branch; longest descending non-dotted branch,0.645,0.6450001,1.2620899,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged,0.6450001,1.2628746,0.6450002,1.2613053,0.0000001,0.0015693,1666.178,941.470,1665.967,942.275
359,358,368,0.2,C4,"round-bilge hull, L/B 9",dash-dot,near-unity initial RBH branch; middle rising branch; long descending branch after the common hump,near-horizontal lower RBH start; central rising branch; longest descending non-dotted branch,0.650,0.6500000,1.2545646,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged,0.6500002,1.2525059,0.6499998,1.2566232,0.0000004,0.0041173,1676.556,946.729,1676.333,944.646
359,358,368,0.2,C4,"round-bilge hull, L/B 9",dash-dot,near-unity initial RBH branch; middle rising branch; long descending branch after the common hump,near-horizontal lower RBH start; central rising branch; longest descending non-dotted branch,0.655,0.6549999,1.2384596,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged,0.6549998,1.2388486,0.6550000,1.2380707,0.0000002,0.0007779,1686.933,953.656,1686.700,954.041
359,358,368,0.2,C4,"round-bilge hull, L/B 9",dash-dot,near-unity initial RBH branch; middle rising branch; long descending branch after the common hump,near-horizontal lower RBH start; central rising branch; longest descending non-dotted branch,0.660,0.6600001,1.2285794,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged,0.6599999,1.2285114,0.6600002,1.2286473,0.0000002,0.0001359,1697.311,958.899,1697.067,958.813
359,358,368,0.2,C4,"round-bilge hull, L/B 9",dash-dot,near-unity initial RBH branch; middle rising branch; long descending branch after the common hump,near-horizontal lower RBH start; central rising branch; longest descending non-dotted branch,0.665,0.6649999,1.2182809,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged,0.6650001,1.2176400,0.6649998,1.2189218,0.0000002,0.0012818,1707.689,964.413,1707.433,963.738
359,358,368,0.2,C4,"round-bilge hull, L/B 9",dash-dot,near-unity initial RBH branch; middle rising branch; long descending branch after the common hump,near-horizontal lower RBH start; central rising branch; longest descending non-dotted branch,0.670,0.6700001,1.2066137,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged,0.6700002,1.2070170,0.6700000,1.2062105,0.0000002,0.0008065,1718.067,969.801,1717.800,970.175
359,358,368,0.2,C4,"round-bilge hull, L/B 9",dash-dot,near-unity initial RBH branch; middle rising branch; long descending branch after the common hump,near-horizontal lower RBH start; central rising branch; longest descending non-dotted branch,0.675,0.6750000,1.1986239,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged,0.6749998,1.1983892,0.6750002,1.1988586,0.0000004,0.0004694,1728.444,974.177,1728.167,973.898
359,358,368,0.2,C4,"round-bilge hull, L/B 9",dash-dot,near-unity initial RBH branch; middle rising branch; long descending branch after the common hump,near-horizontal lower RBH start; central rising branch; longest descending non-dotted branch,0.680,0.6799999,1.1926079,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged,0.6799999,1.1921569,0.6799998,1.1930588,0.0000001,0.0009019,1738.822,977.338,1738.533,976.835
359,358,368,0.2,C4,"round-bilge hull, L/B 9",dash-dot,near-unity initial RBH branch; middle rising branch; long descending branch after the common hump,near-horizontal lower RBH start; central rising branch; longest descending non-dotted branch,0.685,0.6850000,1.1715136,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged,0.6850000,1.1724744,0.6850000,1.1705529,0.0000000,0.0019214,1749.200,987.321,1748.900,988.232
359,358,368,0.2,C4,"round-bilge hull, L/B 9",dash-dot,near-unity initial RBH branch; middle rising branch; long descending branch after the common hump,near-horizontal lower RBH start; central rising branch; longest descending non-dotted branch,0.690,0.6900001,1.1605270,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged,0.6900001,1.1615142,0.6900002,1.1595399,0.0000001,0.0019743,1759.578,992.880,1759.267,993.809
359,358,368,0.2,C4,"round-bilge hull, L/B 9",dash-dot,near-unity initial RBH branch; middle rising branch; long descending branch after the common hump,near-horizontal lower RBH start; central rising branch; longest descending non-dotted branch,0.695,0.6950000,1.1488253,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged,0.6950002,1.1496629,0.6949998,1.1479878,0.0000004,0.0016751,1769.956,998.891,1769.633,999.659
359,358,368,0.2,C4,"round-bilge hull, L/B 9",dash-dot,near-unity initial RBH branch; middle rising branch; long descending branch after the common hump,near-horizontal lower RBH start; central rising branch; longest descending non-dotted branch,0.700,0.6999999,1.1408729,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged,0.6999998,1.1399625,0.7000000,1.1417832,0.0000002,0.0018206,1780.333,1003.811,1780.000,1002.801
359,358,368,0.2,C4,"round-bilge hull, L/B 9",dash-dot,near-unity initial RBH branch; middle rising branch; long descending branch after the common hump,near-horizontal lower RBH start; central rising branch; longest descending non-dotted branch,0.705,0.7050001,1.1255576,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged,0.7049999,1.1253864,0.7050002,1.1257287,0.0000002,0.0003422,1790.711,1011.204,1790.367,1010.931
359,358,368,0.2,C4,"round-bilge hull, L/B 9",dash-dot,near-unity initial RBH branch; middle rising branch; long descending branch after the common hump,near-horizontal lower RBH start; central rising branch; longest descending non-dotted branch,0.710,0.7099999,1.1157740,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged,0.7100001,1.1163249,0.7099998,1.1152231,0.0000002,0.0011018,1801.089,1015.800,1800.733,1016.251
359,358,368,0.2,C4,"round-bilge hull, L/B 9",dash-dot,near-unity initial RBH branch; middle rising branch; long descending branch after the common hump,near-horizontal lower RBH start; central rising branch; longest descending non-dotted branch,0.715,0.7150001,1.1038609,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged,0.7150002,1.1045860,0.7150000,1.1031359,0.0000002,0.0014501,1811.467,1021.754,1811.100,1022.372
359,358,368,0.2,C4,"round-bilge hull, L/B 9",dash-dot,near-unity initial RBH branch; middle rising branch; long descending branch after the common hump,near-horizontal lower RBH start; central rising branch; longest descending non-dotted branch,0.720,0.7200000,1.0950340,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged,0.7199998,1.0944539,0.7200002,1.0956141,0.0000004,0.0011603,1821.844,1026.893,1821.467,1026.181
359,358,368,0.2,C4,"round-bilge hull, L/B 9",dash-dot,near-unity initial RBH branch; middle rising branch; long descending branch after the common hump,near-horizontal lower RBH start; central rising branch; longest descending non-dotted branch,0.725,0.7249999,1.0626847,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged,0.7249999,1.0636179,0.7249998,1.0617516,0.0000001,0.0018663,1832.222,1042.533,1831.833,1043.329
359,358,368,0.2,C4,"round-bilge hull, L/B 9",dash-dot,near-unity initial RBH branch; middle rising branch; long descending branch after the common hump,near-horizontal lower RBH start; central rising branch; longest descending non-dotted branch,0.730,0.7300000,1.0532228,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged,0.7300000,1.0549980,0.7300000,1.0514475,0.0000000,0.0035506,1842.600,1046.905,1842.200,1048.547
359,358,368,0.2,C4,"round-bilge hull, L/B 9",dash-dot,near-unity initial RBH branch; middle rising branch; long descending branch after the common hump,near-horizontal lower RBH start; central rising branch; longest descending non-dotted branch,0.735,0.7350001,1.0438693,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged,0.7350001,1.0415142,0.7350002,1.0462243,0.0000001,0.0047101,1852.978,1053.744,1852.567,1051.192
359,358,368,0.2,C4,"round-bilge hull, L/B 9",dash-dot,near-unity initial RBH branch; middle rising branch; long descending branch after the common hump,near-horizontal lower RBH start; central rising branch; longest descending non-dotted branch,0.740,0.7400000,1.0262616,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged,0.7400002,1.0278647,0.7399998,1.0246584,0.0000004,0.0032064,1863.356,1060.667,1862.933,1062.113
359,358,368,0.2,C4,"round-bilge hull, L/B 9",dash-dot,near-unity initial RBH branch; middle rising branch; long descending branch after the common hump,near-horizontal lower RBH start; central rising branch; longest descending non-dotted branch,0.745,0.7449999,1.0116952,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged,0.7449998,1.0151479,0.7450000,1.0082425,0.0000002,0.0069054,1873.733,1067.117,1873.300,1070.426
359,358,368,0.2,C4,"round-bilge hull, L/B 9",dash-dot,near-unity initial RBH branch; middle rising branch; long descending branch after the common hump,near-horizontal lower RBH start; central rising branch; longest descending non-dotted branch,0.750,0.7500001,0.9972491,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged,0.7499999,0.9989196,0.7500002,0.9955786,0.0000002,0.0033410,1884.111,1075.348,1883.667,1076.839
359,358,368,0.2,C4,"round-bilge hull, L/B 9",dash-dot,near-unity initial RBH branch; middle rising branch; long descending branch after the common hump,near-horizontal lower RBH start; central rising branch; longest descending non-dotted branch,0.755,0.7549999,0.9844122,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged,0.7550001,0.9853569,0.7549998,0.9834676,0.0000002,0.0018892,1894.489,1082.227,1894.033,1082.972
359,358,368,0.2,C4,"round-bilge hull, L/B 9",dash-dot,near-unity initial RBH branch; middle rising branch; long descending branch after the common hump,near-horizontal lower RBH start; central rising branch; longest descending non-dotted branch,0.760,0.7600001,0.9778373,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged,0.7600002,0.9767764,0.7600000,0.9788981,0.0000002,0.0021217,1904.867,1086.579,1904.400,1085.286
359,358,368,0.2,C4,"round-bilge hull, L/B 9",dash-dot,near-unity initial RBH branch; middle rising branch; long descending branch after the common hump,near-horizontal lower RBH start; central rising branch; longest descending non-dotted branch,0.765,0.7650000,0.9495533,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged,0.7649998,0.9504811,0.7650002,0.9486256,0.0000004,0.0018555,1915.244,1099.916,1914.767,1100.616
359,358,368,0.2,C4,"round-bilge hull, L/B 9",dash-dot,near-unity initial RBH branch; middle rising branch; long descending branch after the common hump,near-horizontal lower RBH start; central rising branch; longest descending non-dotted branch,0.770,0.7699999,0.9358172,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged,0.7699999,0.9404850,0.7699998,0.9311493,0.0000001,0.0093357,1925.622,1104.986,1925.133,1109.466
359,358,368,0.2,C4,"round-bilge hull, L/B 9",dash-dot,near-unity initial RBH branch; middle rising branch; long descending branch after the common hump,near-horizontal lower RBH start; central rising branch; longest descending non-dotted branch,0.775,0.7750000,0.9255239,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged,0.7750000,0.9267173,0.7750000,0.9243306,0.0000000,0.0023867,1936.000,1111.969,1935.500,1112.919
359,358,368,0.2,C4,"round-bilge hull, L/B 9",dash-dot,near-unity initial RBH branch; middle rising branch; long descending branch after the common hump,near-horizontal lower RBH start; central rising branch; longest descending non-dotted branch,0.780,0.7800001,0.9172416,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged,0.7800001,0.9171629,0.7800002,0.9173203,0.0000001,0.0001574,1946.378,1116.815,1945.867,1116.469
