# source: Mustafa Insel, 1990 PhD thesis, Figures 347--350
# source_location: printed pages 352--353; PDF pages 362--363
# principal-hump window only; source-only two-pass trace
figure,source_printed_page,source_pdf_page,separation_over_length,model,hull,line_style,relative_position_pass_a,relative_position_pass_b,fn_anchor,fn_a,tau_a,fn_b,tau_b,fn_pass_difference,tau_pass_difference,pass_a_x_px,pass_a_y_px,pass_b_x_px,pass_b_y_px,fn,tau,fn_digitization_uncertainty,tau_digitization_uncertainty,pass_count,adjudication
348,352,362,0.3,C5,"round-bilge hull, L/B 11",dotted,lowest broad crest through the main hump,lowest smooth principal crest,0.485,0.4849999,1.4588676,0.4850000,1.4577078,0.0000000,0.0011598,1798.872,3434.970,1799.161,3436.091,0.4849999,1.4582877,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged
348,352,362,0.3,C5,"round-bilge hull, L/B 11",dotted,lowest broad crest through the main hump,lowest smooth principal crest,0.490,0.4900001,1.4424426,0.4899999,1.4425958,0.0000002,0.0001532,1812.767,3446.139,1813.033,3446.343,0.4900000,1.4425192,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged
348,352,362,0.3,C5,"round-bilge hull, L/B 11",dotted,lowest broad crest through the main hump,lowest smooth principal crest,0.495,0.4950000,1.4361074,0.4950002,1.3988827,0.0000002,0.0372247,1826.661,3450.447,1826.906,3475.998,0.4950001,1.4174950,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged
348,352,362,0.3,C5,"round-bilge hull, L/B 11",dotted,lowest broad crest through the main hump,lowest smooth principal crest,0.500,0.5000002,1.4050735,0.5000001,1.4011837,0.0000001,0.0038899,1840.556,3471.550,1840.778,3474.437,0.5000001,1.4031286,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged
348,352,362,0.3,C5,"round-bilge hull, L/B 11",dotted,lowest broad crest through the main hump,lowest smooth principal crest,0.505,0.5050000,1.3981471,0.5050000,1.3526739,0.0000000,0.0454731,1854.450,3476.260,1854.650,3507.346,0.5050000,1.3754105,0.0030000,0.0227366,2,two-pass source-only match; ordinate averaged
348,352,362,0.3,C5,"round-bilge hull, L/B 11",dotted,lowest broad crest through the main hump,lowest smooth principal crest,0.510,0.5099998,1.3716206,0.5099999,1.3703877,0.0000001,0.0012329,1868.344,3494.298,1868.522,3495.329,0.5099999,1.3710041,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged
348,352,362,0.3,C5,"round-bilge hull, L/B 11",dotted,lowest broad crest through the main hump,lowest smooth principal crest,0.515,0.5150000,1.3596868,0.5149998,1.3235127,0.0000002,0.0361741,1882.239,3502.413,1882.394,3527.129,0.5149999,1.3415997,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged
348,352,362,0.3,C5,"round-bilge hull, L/B 11",dotted,lowest broad crest through the main hump,lowest smooth principal crest,0.520,0.5199999,1.3211456,0.5200001,1.3213856,0.0000002,0.0002400,1896.133,3528.621,1896.267,3528.572,0.5200000,1.3212656,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged
348,352,362,0.3,C5,"round-bilge hull, L/B 11",dotted,lowest broad crest through the main hump,lowest smooth principal crest,0.525,0.5250001,1.3380824,0.5250000,1.3238561,0.0000000,0.0142262,1910.028,3517.104,1910.139,3526.896,0.5250001,1.3309692,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged
348,352,362,0.3,C5,"round-bilge hull, L/B 11",dotted,lowest broad crest through the main hump,lowest smooth principal crest,0.530,0.5299999,1.3280971,0.5300000,1.3232768,0.0000000,0.0048202,1923.922,3523.894,1924.011,3527.289,0.5299999,1.3256869,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged
348,352,362,0.3,C5,"round-bilge hull, L/B 11",dotted,lowest broad crest through the main hump,lowest smooth principal crest,0.535,0.5350001,1.3204809,0.5349999,1.3205189,0.0000002,0.0000380,1937.817,3529.073,1937.883,3529.160,0.5350000,1.3204999,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged
348,352,362,0.3,C5,"round-bilge hull, L/B 11",dotted,lowest broad crest through the main hump,lowest smooth principal crest,0.540,0.5400000,1.3151176,0.5400002,1.3149322,0.0000002,0.0001855,1951.711,3532.720,1951.756,3532.950,0.5400001,1.3150249,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged
348,352,362,0.3,C5,"round-bilge hull, L/B 11",dotted,lowest broad crest through the main hump,lowest smooth principal crest,0.545,0.5450002,1.3100868,0.5450001,1.3093735,0.0000001,0.0007132,1965.606,3536.141,1965.628,3536.721,0.5450001,1.3097301,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged
348,352,362,0.3,C5,"round-bilge hull, L/B 11",dotted,lowest broad crest through the main hump,lowest smooth principal crest,0.550,0.5500000,1.2991912,0.5500000,1.3030778,0.0000000,0.0038867,1979.500,3543.550,1979.500,3540.992,0.5500000,1.3011345,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged
349,353,363,0.4,C2,Wigley hull,solid,highest narrow crest near Fn 0.41,highest narrow crest,0.350,0.3499999,1.0659767,0.3500000,1.0629725,0.0000000,0.0030042,1423.722,1370.415,1424.611,1372.155,0.3499999,1.0644746,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged
349,353,363,0.4,C2,Wigley hull,solid,highest narrow crest near Fn 0.41,highest narrow crest,0.355,0.3550001,1.0592001,0.3549999,1.0585130,0.0000002,0.0006871,1437.617,1375.015,1438.483,1375.175,0.3550000,1.0588565,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged
349,353,363,0.4,C2,Wigley hull,solid,highest narrow crest near Fn 0.41,highest narrow crest,0.360,0.3600000,0.9634649,0.3600002,0.9643163,0.0000002,0.0008514,1451.511,1440.000,1452.356,1438.965,0.3600001,0.9638906,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged
349,353,363,0.4,C2,Wigley hull,solid,highest narrow crest near Fn 0.41,highest narrow crest,0.365,0.3650002,0.9117664,0.3650001,0.9044108,0.0000001,0.0073555,1465.406,1475.093,1466.228,1479.533,0.3650001,0.9080886,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged
349,353,363,0.4,C2,Wigley hull,solid,highest narrow crest near Fn 0.41,highest narrow crest,0.370,0.3700000,0.8205657,0.3700000,0.8254578,0.0000000,0.0048921,1479.300,1537.000,1480.100,1533.000,0.3700000,0.8230117,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged
349,353,363,0.4,C2,Wigley hull,solid,highest narrow crest near Fn 0.41,highest narrow crest,0.375,0.3749998,0.7498527,0.3749999,0.7604843,0.0000001,0.0106317,1493.194,1585.000,1493.972,1577.000,0.3749999,0.7551685,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged
349,353,363,0.4,C2,Wigley hull,solid,highest narrow crest near Fn 0.41,highest narrow crest,0.380,0.3800000,0.8706541,0.3799998,0.8756645,0.0000002,0.0050104,1507.089,1503.000,1507.844,1499.000,0.3799999,0.8731593,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged
349,353,363,0.4,C2,Wigley hull,solid,highest narrow crest near Fn 0.41,highest narrow crest,0.385,0.3849999,0.9899823,0.3850001,0.9923213,0.0000002,0.0023390,1520.983,1422.000,1521.717,1420.000,0.3850000,0.9911518,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged
349,353,363,0.4,C2,Wigley hull,solid,highest narrow crest near Fn 0.41,highest narrow crest,0.390,0.3900001,1.1412566,0.3900000,1.1401713,0.0000000,0.0010853,1534.878,1319.315,1535.589,1319.876,0.3900001,1.1407140,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged
349,353,363,0.4,C2,Wigley hull,solid,highest narrow crest near Fn 0.41,highest narrow crest,0.395,0.3949999,1.2080141,0.3950000,1.2037537,0.0000000,0.0042605,1548.772,1274.000,1549.461,1276.818,0.3949999,1.2058839,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged
349,353,363,0.4,C2,Wigley hull,solid,highest narrow crest near Fn 0.41,highest narrow crest,0.400,0.4000001,1.3494402,0.3999999,1.3422918,0.0000002,0.0071484,1562.667,1178.000,1563.333,1183.000,0.4000000,1.3458660,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged
349,353,363,0.4,C2,Wigley hull,solid,highest narrow crest near Fn 0.41,highest narrow crest,0.405,0.4050000,1.3995286,0.4050002,1.3895452,0.0000002,0.0099834,1576.561,1144.000,1577.206,1151.000,0.4050001,1.3945369,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged
349,353,363,0.4,C2,Wigley hull,solid,highest narrow crest near Fn 0.41,highest narrow crest,0.410,0.4100002,1.4580598,0.4100001,1.4585130,0.0000001,0.0004532,1590.456,1104.269,1591.078,1104.295,0.4100001,1.4582864,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged
349,353,363,0.4,C2,Wigley hull,solid,highest narrow crest near Fn 0.41,highest narrow crest,0.415,0.4150000,1.5276959,0.4150000,1.5194920,0.0000000,0.0082039,1604.350,1057.000,1604.950,1063.000,0.4150000,1.5235940,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged
349,353,363,0.4,C2,Wigley hull,solid,highest narrow crest near Fn 0.41,highest narrow crest,0.420,0.4199998,1.5476473,0.4199999,1.5472800,0.0000001,0.0003673,1618.244,1043.457,1618.822,1044.182,0.4199999,1.5474636,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged
349,353,363,0.4,C2,Wigley hull,solid,highest narrow crest near Fn 0.41,highest narrow crest,0.425,0.4250000,1.6219726,0.4249998,1.5737980,0.0000002,0.0481746,1632.139,993.005,1632.694,1026.224,0.4249999,1.5978853,0.0030000,0.0240873,2,two-pass source-only match; ordinate averaged
349,353,363,0.4,C2,Wigley hull,solid,highest narrow crest near Fn 0.41,highest narrow crest,0.430,0.4299999,1.5604154,0.4300001,1.5527747,0.0000002,0.0076408,1646.033,1034.790,1646.567,1040.461,0.4300000,1.5565950,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged
349,353,363,0.4,C2,Wigley hull,solid,highest narrow crest near Fn 0.41,highest narrow crest,0.435,0.4350001,1.5319859,0.4350000,1.5327806,0.0000000,0.0007947,1659.928,1054.088,1660.439,1054.001,0.4350001,1.5323832,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged
349,353,363,0.4,C2,Wigley hull,solid,highest narrow crest near Fn 0.41,highest narrow crest,0.440,0.4399999,1.4477593,0.4400000,1.4461149,0.0000000,0.0016444,1673.822,1111.261,1674.311,1112.691,0.4399999,1.4469371,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged
349,353,363,0.4,C2,Wigley hull,solid,highest narrow crest near Fn 0.41,highest narrow crest,0.445,0.4450001,1.4475309,0.4449999,1.4471559,0.0000002,0.0003750,1687.717,1111.416,1688.183,1111.986,0.4450000,1.4473434,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged
349,353,363,0.4,C2,Wigley hull,solid,highest narrow crest near Fn 0.41,highest narrow crest,0.450,0.4500000,1.3704390,0.4500002,1.3709628,0.0000002,0.0005238,1701.611,1163.746,1702.056,1163.584,0.4500001,1.3707009,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged
349,353,363,0.4,C2,Wigley hull,solid,highest narrow crest near Fn 0.41,highest narrow crest,0.455,0.4550002,1.3415631,0.4550001,1.3418562,0.0000001,0.0002931,1715.506,1183.347,1715.928,1183.295,0.4550001,1.3417096,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged
349,353,363,0.4,C2,Wigley hull,solid,highest narrow crest near Fn 0.41,highest narrow crest,0.460,0.4600000,1.3403639,0.4600000,1.3387434,0.0000000,0.0016205,1729.400,1184.161,1729.800,1185.403,0.4600000,1.3395536,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged
349,353,363,0.4,C2,Wigley hull,solid,highest narrow crest near Fn 0.41,highest narrow crest,0.465,0.4649998,1.3350295,0.4649999,1.3351048,0.0000001,0.0000754,1743.294,1187.782,1743.672,1187.867,0.4649999,1.3350672,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged
349,353,363,0.4,C2,Wigley hull,solid,highest narrow crest near Fn 0.41,highest narrow crest,0.470,0.4700000,1.3262331,0.4699998,1.3261651,0.0000002,0.0000680,1757.189,1193.753,1757.544,1193.921,0.4699999,1.3261991,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged
349,353,363,0.4,C2,Wigley hull,solid,highest narrow crest near Fn 0.41,highest narrow crest,0.475,0.4749999,1.2694004,0.4750001,1.3046677,0.0000002,0.0352673,1771.083,1232.331,1771.417,1208.479,0.4750000,1.2870341,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged
349,353,363,0.4,C2,Wigley hull,solid,highest narrow crest near Fn 0.41,highest narrow crest,0.480,0.4800001,1.2972820,0.4800000,1.2946353,0.0000000,0.0026467,1784.978,1213.405,1785.289,1215.273,0.4800001,1.2959586,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged
349,353,363,0.4,C2,Wigley hull,solid,highest narrow crest near Fn 0.41,highest narrow crest,0.485,0.4849999,1.2882322,0.4850000,1.2234968,0.0000000,0.0647354,1798.872,1219.548,1799.161,1263.448,0.4849999,1.2558645,0.0030000,0.0323677,2,two-pass source-only match; ordinate averaged
349,353,363,0.4,C2,Wigley hull,solid,highest narrow crest near Fn 0.41,highest narrow crest,0.490,0.4900001,1.2613833,0.4899999,1.2117631,0.0000002,0.0496202,1812.767,1237.773,1813.033,1271.394,0.4900000,1.2365732,0.0030000,0.0248101,2,two-pass source-only match; ordinate averaged
349,353,363,0.4,C2,Wigley hull,solid,highest narrow crest near Fn 0.41,highest narrow crest,0.495,0.4950000,1.2468047,0.4950002,1.2053042,0.0000002,0.0415005,1826.661,1247.669,1826.906,1275.768,0.4950001,1.2260544,0.0030000,0.0207502,2,two-pass source-only match; ordinate averaged
349,353,363,0.4,C2,Wigley hull,solid,highest narrow crest near Fn 0.41,highest narrow crest,0.500,0.5000002,1.2372319,0.5000001,1.2153795,0.0000001,0.0218524,1840.556,1254.167,1840.778,1268.945,0.5000001,1.2263057,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged
349,353,363,0.4,C2,Wigley hull,solid,highest narrow crest near Fn 0.41,highest narrow crest,0.505,0.5050000,1.2128403,0.5050000,1.2101344,0.0000000,0.0027059,1854.450,1270.724,1854.650,1272.497,0.5050000,1.2114873,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged
349,353,363,0.4,C2,Wigley hull,solid,highest narrow crest near Fn 0.41,highest narrow crest,0.510,0.5099998,1.2029420,0.5099999,1.1756424,0.0000001,0.0272996,1868.344,1277.443,1868.522,1295.855,0.5099999,1.1892922,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged
349,353,363,0.4,C2,Wigley hull,solid,highest narrow crest near Fn 0.41,highest narrow crest,0.515,0.5150000,1.1724529,0.5149998,1.1724055,0.0000002,0.0000474,1882.239,1298.139,1882.394,1298.047,0.5149999,1.1724292,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged
349,353,363,0.4,C2,Wigley hull,solid,highest narrow crest near Fn 0.41,highest narrow crest,0.520,0.5199999,1.1695315,0.5200001,1.1692602,0.0000002,0.0002713,1896.133,1300.122,1896.267,1300.177,0.5200000,1.1693959,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged
349,353,363,0.4,C2,Wigley hull,solid,highest narrow crest near Fn 0.41,highest narrow crest,0.525,0.5250001,1.1749455,0.5250000,1.1727067,0.0000000,0.0022388,1910.028,1296.447,1910.139,1297.843,0.5250001,1.1738261,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged
349,353,363,0.4,C2,Wigley hull,solid,highest narrow crest near Fn 0.41,highest narrow crest,0.530,0.5299999,1.1722437,0.5300000,1.1719536,0.0000000,0.0002900,1923.922,1298.281,1924.011,1298.353,0.5299999,1.1720986,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged
349,353,363,0.4,C2,Wigley hull,solid,highest narrow crest near Fn 0.41,highest narrow crest,0.535,0.5350001,1.1693577,0.5349999,1.1691952,0.0000002,0.0001625,1937.817,1300.240,1937.883,1300.221,0.5350000,1.1692765,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged
349,353,363,0.4,C2,Wigley hull,solid,highest narrow crest near Fn 0.41,highest narrow crest,0.540,0.5400000,1.1678889,0.5400002,1.1675753,0.0000002,0.0003136,1951.711,1301.237,1951.756,1301.318,0.5400001,1.1677321,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged
349,353,363,0.4,C2,Wigley hull,solid,highest narrow crest near Fn 0.41,highest narrow crest,0.545,0.5450002,1.1671008,0.5450001,1.1670865,0.0000001,0.0000142,1965.606,1301.772,1965.628,1301.649,0.5450001,1.1670936,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged
349,353,363,0.4,C2,Wigley hull,solid,highest narrow crest near Fn 0.41,highest narrow crest,0.550,0.5500000,1.1612522,0.5500000,1.1613748,0.0000000,0.0001226,1979.500,1305.742,1979.500,1305.517,0.5500000,1.1613135,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged
349,353,363,0.4,C3,"round-bilge hull, L/B 7",long dashed,right-shifted broad NPL crest,right-shifted NPL maximum,0.350,0.3499999,1.3214747,0.3500000,1.3173981,0.0000000,0.0040766,1423.722,1196.983,1424.611,1199.858,0.3499999,1.3194364,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged
349,353,363,0.4,C3,"round-bilge hull, L/B 7",long dashed,right-shifted broad NPL crest,right-shifted NPL maximum,0.355,0.3550001,1.2657292,0.3549999,1.2581276,0.0000002,0.0076016,1437.617,1234.823,1438.483,1239.996,0.3550000,1.2619284,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged
349,353,363,0.4,C3,"round-bilge hull, L/B 7",long dashed,right-shifted broad NPL crest,right-shifted NPL maximum,0.360,0.3600000,1.2183058,0.3600002,1.2197445,0.0000002,0.0014387,1451.511,1267.014,1452.356,1265.989,0.3600001,1.2190252,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged
349,353,363,0.4,C3,"round-bilge hull, L/B 7",long dashed,right-shifted broad NPL crest,right-shifted NPL maximum,0.365,0.3650002,1.1580407,0.3650001,1.1651152,0.0000001,0.0070745,1465.406,1307.922,1466.228,1302.984,0.3650001,1.1615779,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged
349,353,363,0.4,C3,"round-bilge hull, L/B 7",long dashed,right-shifted broad NPL crest,right-shifted NPL maximum,0.370,0.3700000,1.0707204,0.3700000,1.1378485,0.0000000,0.0671281,1479.300,1367.195,1480.100,1321.449,0.3700000,1.1042844,0.0030000,0.0335641,2,two-pass source-only match; ordinate averaged
349,353,363,0.4,C3,"round-bilge hull, L/B 7",long dashed,right-shifted broad NPL crest,right-shifted NPL maximum,0.375,0.3749998,1.0711019,0.3749999,1.0695939,0.0000001,0.0015080,1493.194,1366.936,1493.972,1367.671,0.3749999,1.0703479,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged
349,353,363,0.4,C3,"round-bilge hull, L/B 7",long dashed,right-shifted broad NPL crest,right-shifted NPL maximum,0.380,0.3800000,1.0962390,0.3799998,1.1061651,0.0000002,0.0099261,1507.089,1349.873,1507.844,1342.905,0.3799999,1.1012020,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged
349,353,363,0.4,C3,"round-bilge hull, L/B 7",long dashed,right-shifted broad NPL crest,right-shifted NPL maximum,0.385,0.3849999,1.1132101,0.3850001,1.1153943,0.0000002,0.0021842,1520.983,1338.353,1521.717,1336.655,0.3850000,1.1143022,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged
349,353,363,0.4,C3,"round-bilge hull, L/B 7",long dashed,right-shifted broad NPL crest,right-shifted NPL maximum,0.390,0.3900001,1.1278771,0.3900000,1.1302569,0.0000000,0.0023798,1534.878,1328.397,1535.589,1326.590,0.3900001,1.1290670,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged
349,353,363,0.4,C3,"round-bilge hull, L/B 7",long dashed,right-shifted broad NPL crest,right-shifted NPL maximum,0.395,0.3949999,1.1429685,0.3950000,1.1442469,0.0000000,0.0012784,1548.772,1318.153,1549.461,1317.116,0.3949999,1.1436077,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged
349,353,363,0.4,C3,"round-bilge hull, L/B 7",long dashed,right-shifted broad NPL crest,right-shifted NPL maximum,0.400,0.4000001,1.1558942,0.3999999,1.1558092,0.0000002,0.0000850,1562.667,1309.379,1563.333,1309.286,0.4000000,1.1558517,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged
349,353,363,0.4,C3,"round-bilge hull, L/B 7",long dashed,right-shifted broad NPL crest,right-shifted NPL maximum,0.405,0.4050000,1.1896523,0.4050002,1.1886237,0.0000002,0.0010286,1576.561,1286.464,1577.206,1287.064,0.4050001,1.1891380,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged
349,353,363,0.4,C3,"round-bilge hull, L/B 7",long dashed,right-shifted broad NPL crest,right-shifted NPL maximum,0.410,0.4100002,1.2036181,0.4100001,1.2037596,0.0000001,0.0001414,1590.456,1276.984,1591.078,1276.814,0.4100001,1.2036889,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged
349,353,363,0.4,C3,"round-bilge hull, L/B 7",long dashed,right-shifted broad NPL crest,right-shifted NPL maximum,0.415,0.4150000,1.2551886,0.4150000,1.2554976,0.0000000,0.0003091,1604.350,1241.978,1604.950,1241.777,0.4150000,1.2553431,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged
349,353,363,0.4,C3,"round-bilge hull, L/B 7",long dashed,right-shifted broad NPL crest,right-shifted NPL maximum,0.420,0.4199998,1.2967118,0.4199999,1.2897815,0.0000001,0.0069304,1618.244,1213.792,1618.822,1218.560,0.4199999,1.2932466,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged
349,353,363,0.4,C3,"round-bilge hull, L/B 7",long dashed,right-shifted broad NPL crest,right-shifted NPL maximum,0.425,0.4250000,1.3223939,0.4249998,1.3225768,0.0000002,0.0001829,1632.139,1196.359,1632.694,1196.351,0.4249999,1.3224854,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged
349,353,363,0.4,C3,"round-bilge hull, L/B 7",long dashed,right-shifted broad NPL crest,right-shifted NPL maximum,0.430,0.4299999,1.3262949,0.4300001,1.3271249,0.0000002,0.0008300,1646.033,1193.711,1646.567,1193.271,0.4300000,1.3267099,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged
349,353,363,0.4,C3,"round-bilge hull, L/B 7",long dashed,right-shifted broad NPL crest,right-shifted NPL maximum,0.435,0.4350001,1.3960784,0.4350000,1.3346766,0.0000000,0.0614018,1659.928,1146.342,1660.439,1188.157,0.4350001,1.3653775,0.0030000,0.0307009,2,two-pass source-only match; ordinate averaged
349,353,363,0.4,C3,"round-bilge hull, L/B 7",long dashed,right-shifted broad NPL crest,right-shifted NPL maximum,0.440,0.4399999,1.3888111,0.4400000,1.3903175,0.0000000,0.0015063,1673.822,1151.275,1674.311,1150.477,0.4399999,1.3895643,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged
349,353,363,0.4,C3,"round-bilge hull, L/B 7",long dashed,right-shifted broad NPL crest,right-shifted NPL maximum,0.445,0.4450001,1.4463141,0.4449999,1.3850103,0.0000002,0.0613037,1687.717,1112.242,1688.183,1154.071,0.4450000,1.4156622,0.0030000,0.0306519,2,two-pass source-only match; ordinate averaged
349,353,363,0.4,C3,"round-bilge hull, L/B 7",long dashed,right-shifted broad NPL crest,right-shifted NPL maximum,0.450,0.4500000,1.4437242,0.4500002,1.4456586,0.0000002,0.0019344,1701.611,1114.000,1702.056,1113.000,0.4500001,1.4446914,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged
349,353,363,0.4,C3,"round-bilge hull, L/B 7",long dashed,right-shifted broad NPL crest,right-shifted NPL maximum,0.455,0.4550002,1.4961461,0.4550001,1.4500886,0.0000001,0.0460575,1715.506,1078.416,1715.928,1110.000,0.4550001,1.4731174,0.0030000,0.0230288,2,two-pass source-only match; ordinate averaged
349,353,363,0.4,C3,"round-bilge hull, L/B 7",long dashed,right-shifted broad NPL crest,right-shifted NPL maximum,0.460,0.4600000,1.5066456,0.4600000,1.4929120,0.0000000,0.0137336,1729.400,1071.289,1729.800,1081.000,0.4600000,1.4997788,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged
349,353,363,0.4,C3,"round-bilge hull, L/B 7",long dashed,right-shifted broad NPL crest,right-shifted NPL maximum,0.465,0.4649998,1.5142958,0.4649999,1.5017720,0.0000001,0.0125238,1743.294,1066.096,1743.672,1075.000,0.4649999,1.5080339,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged
349,353,363,0.4,C3,"round-bilge hull, L/B 7",long dashed,right-shifted broad NPL crest,right-shifted NPL maximum,0.470,0.4700000,1.5145138,0.4699998,1.5146869,0.0000002,0.0001731,1757.189,1065.948,1757.544,1066.254,0.4699999,1.5146004,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged
349,353,363,0.4,C3,"round-bilge hull, L/B 7",long dashed,right-shifted broad NPL crest,right-shifted NPL maximum,0.475,0.4749999,1.5091456,0.4750001,1.5096456,0.0000002,0.0005000,1771.083,1069.592,1771.417,1069.668,0.4750000,1.5093956,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged
349,353,363,0.4,C3,"round-bilge hull, L/B 7",long dashed,right-shifted broad NPL crest,right-shifted NPL maximum,0.480,0.4800001,1.4967339,0.4800000,1.4991376,0.0000000,0.0024037,1784.978,1078.017,1785.289,1076.784,0.4800001,1.4979358,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged
349,353,363,0.4,C3,"round-bilge hull, L/B 7",long dashed,right-shifted broad NPL crest,right-shifted NPL maximum,0.485,0.4849999,1.4655583,0.4850000,1.4623745,0.0000000,0.0031839,1798.872,1099.179,1799.161,1101.680,0.4849999,1.4639664,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged
349,353,363,0.4,C3,"round-bilge hull, L/B 7",long dashed,right-shifted broad NPL crest,right-shifted NPL maximum,0.490,0.4900001,1.4568872,0.4899999,1.4585780,0.0000002,0.0016908,1812.767,1105.065,1813.033,1104.251,0.4900000,1.4577326,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged
349,353,363,0.4,C3,"round-bilge hull, L/B 7",long dashed,right-shifted broad NPL crest,right-shifted NPL maximum,0.495,0.4950000,1.4364187,0.4950002,1.4405552,0.0000002,0.0041365,1826.661,1118.959,1826.906,1116.456,0.4950001,1.4384870,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged
349,353,363,0.4,C3,"round-bilge hull, L/B 7",long dashed,right-shifted broad NPL crest,right-shifted NPL maximum,0.500,0.5000002,1.4496170,0.5000001,1.4045644,0.0000001,0.0450526,1840.556,1110.000,1840.778,1140.829,0.5000001,1.4270907,0.0030000,0.0225263,2,two-pass source-only match; ordinate averaged
349,353,363,0.4,C3,"round-bilge hull, L/B 7",long dashed,right-shifted broad NPL crest,right-shifted NPL maximum,0.505,0.5050000,1.3980554,0.5050000,1.3844610,0.0000000,0.0135944,1854.450,1145.000,1854.650,1154.443,0.5050000,1.3912582,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged
349,353,363,0.4,C3,"round-bilge hull, L/B 7",long dashed,right-shifted broad NPL crest,right-shifted NPL maximum,0.510,0.5099998,1.4098409,0.5099999,1.3747785,0.0000001,0.0350624,1868.344,1137.000,1868.522,1161.000,0.5099999,1.3923097,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged
