# source: Mustafa Insel, 1990 PhD thesis, Figures 359--362
# source_location: printed pages 358--359; PDF pages 368--369
# identity: solid C2 (Wigley hull), independently audited before this attribution
figure,source_printed_page,source_pdf_page,separation_over_length,model,hull,line_style,relative_position_description,fn_anchor,fn,tau,fn_digitization_uncertainty,tau_digitization_uncertainty,pass_count,source_archive
361,359,369,0.4,C2,Wigley hull,solid,solid C2: oscillatory left branch; principal crest near Fn 0.40,0.230,0.2299999,1.1139984,0.0030000,0.0200000,2,theory_interference.csv
361,359,369,0.4,C2,Wigley hull,solid,solid C2: oscillatory left branch; principal crest near Fn 0.40,0.235,0.2350000,1.1178048,0.0030000,0.0200000,2,theory_interference.csv
361,359,369,0.4,C2,Wigley hull,solid,solid C2: oscillatory left branch; principal crest near Fn 0.40,0.240,0.2400001,1.0190784,0.0030000,0.0200000,2,theory_interference.csv
361,359,369,0.4,C2,Wigley hull,solid,solid C2: oscillatory left branch; principal crest near Fn 0.40,0.250,0.2499999,0.8513465,0.0030000,0.0200000,2,theory_interference.csv
361,359,369,0.4,C2,Wigley hull,solid,solid C2: oscillatory left branch; principal crest near Fn 0.40,0.255,0.2550001,0.9047793,0.0030000,0.0200000,2,theory_interference.csv
361,359,369,0.4,C2,Wigley hull,solid,solid C2: oscillatory left branch; principal crest near Fn 0.40,0.260,0.2599999,1.0299444,0.0030000,0.0200000,2,theory_interference.csv
361,359,369,0.4,C2,Wigley hull,solid,solid C2: oscillatory left branch; principal crest near Fn 0.40,0.270,0.2700000,1.2344059,0.0030000,0.0200000,2,theory_interference.csv
361,359,369,0.4,C2,Wigley hull,solid,solid C2: oscillatory left branch; principal crest near Fn 0.40,0.275,0.2749999,1.2836118,0.0030000,0.0200000,2,theory_interference.csv
361,359,369,0.4,C2,Wigley hull,solid,solid C2: oscillatory left branch; principal crest near Fn 0.40,0.280,0.2800000,1.2842960,0.0030000,0.0200000,2,theory_interference.csv
361,359,369,0.4,C2,Wigley hull,solid,solid C2: oscillatory left branch; principal crest near Fn 0.40,0.285,0.2850001,1.2486337,0.0030000,0.0200000,2,theory_interference.csv
361,359,369,0.4,C2,Wigley hull,solid,solid C2: oscillatory left branch; principal crest near Fn 0.40,0.290,0.2900000,1.0733916,0.0030000,0.0200000,2,theory_interference.csv
361,359,369,0.4,C2,Wigley hull,solid,solid C2: oscillatory left branch; principal crest near Fn 0.40,0.295,0.2949999,1.1080020,0.0030000,0.0235146,2,theory_interference.csv
361,359,369,0.4,C2,Wigley hull,solid,solid C2: oscillatory left branch; principal crest near Fn 0.40,0.300,0.3000001,1.0810490,0.0030000,0.0200000,2,theory_interference.csv
361,359,369,0.4,C2,Wigley hull,solid,solid C2: oscillatory left branch; principal crest near Fn 0.40,0.310,0.3100001,0.9212835,0.0030000,0.0200000,2,theory_interference.csv
361,359,369,0.4,C2,Wigley hull,solid,solid C2: oscillatory left branch; principal crest near Fn 0.40,0.315,0.3150000,0.8587374,0.0030000,0.0200000,2,theory_interference.csv
361,359,369,0.4,C2,Wigley hull,solid,solid C2: oscillatory left branch; principal crest near Fn 0.40,0.320,0.3199999,0.8202289,0.0030000,0.0200000,2,theory_interference.csv
361,359,369,0.4,C2,Wigley hull,solid,solid C2: oscillatory left branch; principal crest near Fn 0.40,0.325,0.3250000,0.8001191,0.0030000,0.0200000,2,theory_interference.csv
361,359,369,0.4,C2,Wigley hull,solid,solid C2: oscillatory left branch; principal crest near Fn 0.40,0.330,0.3300001,0.7919317,0.0030000,0.0200000,2,theory_interference.csv
361,359,369,0.4,C2,Wigley hull,solid,solid C2: oscillatory left branch; principal crest near Fn 0.40,0.335,0.3350000,0.8031900,0.0030000,0.0200000,2,theory_interference.csv
361,359,369,0.4,C2,Wigley hull,solid,solid C2: oscillatory left branch; principal crest near Fn 0.40,0.340,0.3399999,0.8412175,0.0030000,0.0200000,2,theory_interference.csv
361,359,369,0.4,C2,Wigley hull,solid,solid C2: oscillatory left branch; principal crest near Fn 0.40,0.345,0.3450001,0.9124525,0.0030000,0.0200000,2,theory_interference.csv
361,359,369,0.4,C2,Wigley hull,solid,solid C2: oscillatory left branch; principal crest near Fn 0.40,0.350,0.3499999,0.9586625,0.0030000,0.0200000,2,theory_interference.csv
361,359,369,0.4,C2,Wigley hull,solid,solid C2: oscillatory left branch; principal crest near Fn 0.40,0.355,0.3550001,1.0648350,0.0030000,0.0200000,2,theory_interference.csv
361,359,369,0.4,C2,Wigley hull,solid,solid C2: oscillatory left branch; principal crest near Fn 0.40,0.360,0.3600000,1.1404570,0.0030000,0.0200000,2,theory_interference.csv
361,359,369,0.4,C2,Wigley hull,solid,solid C2: oscillatory left branch; principal crest near Fn 0.40,0.365,0.3649999,1.1545412,0.0030000,0.0200000,2,theory_interference.csv
361,359,369,0.4,C2,Wigley hull,solid,solid C2: oscillatory left branch; principal crest near Fn 0.40,0.375,0.3750001,1.4586931,0.0030000,0.0200000,2,theory_interference.csv
361,359,369,0.4,C2,Wigley hull,solid,solid C2: oscillatory left branch; principal crest near Fn 0.40,0.380,0.3800000,1.4964880,0.0030000,0.0200000,2,theory_interference.csv
361,359,369,0.4,C2,Wigley hull,solid,solid C2: oscillatory left branch; principal crest near Fn 0.40,0.385,0.3849999,1.5202883,0.0030000,0.0200000,2,theory_interference.csv
361,359,369,0.4,C2,Wigley hull,solid,solid C2: oscillatory left branch; principal crest near Fn 0.40,0.390,0.3900001,1.5341251,0.0030000,0.0200000,2,theory_interference.csv
361,359,369,0.4,C2,Wigley hull,solid,solid C2: oscillatory left branch; principal crest near Fn 0.40,0.395,0.3949999,1.5387063,0.0030000,0.0200000,2,theory_interference.csv
361,359,369,0.4,C2,Wigley hull,solid,solid C2: oscillatory left branch; principal crest near Fn 0.40,0.400,0.4000001,1.5368337,0.0030000,0.0200000,2,theory_interference.csv
361,359,369,0.4,C2,Wigley hull,solid,solid C2: oscillatory left branch; principal crest near Fn 0.40,0.405,0.4050000,1.5278941,0.0030000,0.0200000,2,theory_interference.csv
361,359,369,0.4,C2,Wigley hull,solid,solid C2: oscillatory left branch; principal crest near Fn 0.40,0.410,0.4099999,1.5136762,0.0030000,0.0200000,2,theory_interference.csv
361,359,369,0.4,C2,Wigley hull,solid,solid C2: oscillatory left branch; principal crest near Fn 0.40,0.415,0.4150000,1.4966655,0.0030000,0.0200000,2,theory_interference.csv
361,359,369,0.4,C2,Wigley hull,solid,solid C2: oscillatory left branch; principal crest near Fn 0.40,0.420,0.4200001,1.4826128,0.0030000,0.0200000,2,theory_interference.csv
361,359,369,0.4,C2,Wigley hull,solid,solid C2: oscillatory left branch; principal crest near Fn 0.40,0.425,0.4250000,1.4591093,0.0030000,0.0200000,2,theory_interference.csv
361,359,369,0.4,C2,Wigley hull,solid,solid C2: oscillatory left branch; principal crest near Fn 0.40,0.430,0.4299999,1.4382996,0.0030000,0.0200000,2,theory_interference.csv
361,359,369,0.4,C2,Wigley hull,solid,solid C2: oscillatory left branch; principal crest near Fn 0.40,0.435,0.4350001,1.4168786,0.0030000,0.0200000,2,theory_interference.csv
361,359,369,0.4,C2,Wigley hull,solid,solid C2: oscillatory left branch; principal crest near Fn 0.40,0.440,0.4399999,1.3991414,0.0030000,0.0200000,2,theory_interference.csv
361,359,369,0.4,C2,Wigley hull,solid,solid C2: oscillatory left branch; principal crest near Fn 0.40,0.445,0.4450001,1.3452778,0.0030000,0.0370286,2,theory_interference.csv
361,359,369,0.4,C2,Wigley hull,solid,solid C2: oscillatory left branch; principal crest near Fn 0.40,0.450,0.4500000,1.3370494,0.0030000,0.0215604,2,theory_interference.csv
361,359,369,0.4,C2,Wigley hull,solid,solid C2: oscillatory left branch; principal crest near Fn 0.40,0.455,0.4549999,1.3319305,0.0030000,0.0200000,2,theory_interference.csv
361,359,369,0.4,C2,Wigley hull,solid,solid C2: oscillatory left branch; principal crest near Fn 0.40,0.460,0.4600000,1.3256162,0.0030000,0.0200000,2,theory_interference.csv
361,359,369,0.4,C2,Wigley hull,solid,solid C2: oscillatory left branch; principal crest near Fn 0.40,0.465,0.4650001,1.3216659,0.0030000,0.0200000,2,theory_interference.csv
361,359,369,0.4,C2,Wigley hull,solid,solid C2: oscillatory left branch; principal crest near Fn 0.40,0.470,0.4700000,1.3083042,0.0030000,0.0200000,2,theory_interference.csv
361,359,369,0.4,C2,Wigley hull,solid,solid C2: oscillatory left branch; principal crest near Fn 0.40,0.475,0.4749999,1.3217369,0.0030000,0.0200000,2,theory_interference.csv
361,359,369,0.4,C2,Wigley hull,solid,solid C2: oscillatory left branch; principal crest near Fn 0.40,0.480,0.4800001,1.2579715,0.0030000,0.0200000,2,theory_interference.csv
361,359,369,0.4,C2,Wigley hull,solid,solid C2: oscillatory left branch; principal crest near Fn 0.40,0.485,0.4849999,1.2757396,0.0030000,0.0316638,2,theory_interference.csv
361,359,369,0.4,C2,Wigley hull,solid,solid C2: oscillatory left branch; principal crest near Fn 0.40,0.490,0.4900001,1.2310057,0.0030000,0.0200000,2,theory_interference.csv
361,359,369,0.4,C2,Wigley hull,solid,solid C2: oscillatory left branch; principal crest near Fn 0.40,0.495,0.4950000,1.2166740,0.0030000,0.0200000,2,theory_interference.csv
361,359,369,0.4,C2,Wigley hull,solid,solid C2: oscillatory left branch; principal crest near Fn 0.40,0.500,0.4999999,1.2044427,0.0030000,0.0200000,2,theory_interference.csv
361,359,369,0.4,C2,Wigley hull,solid,solid C2: oscillatory left branch; principal crest near Fn 0.40,0.505,0.5050000,1.1925376,0.0030000,0.0200000,2,theory_interference.csv
361,359,369,0.4,C2,Wigley hull,solid,solid C2: oscillatory left branch; principal crest near Fn 0.40,0.510,0.5100001,1.2611667,0.0030000,0.0200000,2,theory_interference.csv
361,359,369,0.4,C2,Wigley hull,solid,solid C2: oscillatory left branch; principal crest near Fn 0.40,0.515,0.5150000,1.1652879,0.0030000,0.0200000,2,theory_interference.csv
361,359,369,0.4,C2,Wigley hull,solid,solid C2: oscillatory left branch; principal crest near Fn 0.40,0.520,0.5199999,1.1569418,0.0030000,0.0200000,2,theory_interference.csv
361,359,369,0.4,C2,Wigley hull,solid,solid C2: oscillatory left branch; principal crest near Fn 0.40,0.525,0.5250001,1.0631925,0.0030000,0.0200000,2,theory_interference.csv
361,359,369,0.4,C2,Wigley hull,solid,solid C2: oscillatory left branch; principal crest near Fn 0.40,0.530,0.5299999,1.0964326,0.0030000,0.0350840,2,theory_interference.csv
361,359,369,0.4,C2,Wigley hull,solid,solid C2: oscillatory left branch; principal crest near Fn 0.40,0.535,0.5350001,1.0617783,0.0030000,0.0200000,2,theory_interference.csv
361,359,369,0.4,C2,Wigley hull,solid,solid C2: oscillatory left branch; principal crest near Fn 0.40,0.550,0.5500000,1.0578340,0.0030000,0.0200000,2,theory_interference.csv
361,359,369,0.4,C2,Wigley hull,solid,solid C2: oscillatory left branch; principal crest near Fn 0.40,0.555,0.5550001,1.0560994,0.0030000,0.0200000,2,theory_interference.csv
361,359,369,0.4,C2,Wigley hull,solid,solid C2: oscillatory left branch; principal crest near Fn 0.40,0.560,0.5600000,1.1550209,0.0030000,0.0200000,2,theory_interference.csv
361,359,369,0.4,C2,Wigley hull,solid,solid C2: oscillatory left branch; principal crest near Fn 0.40,0.565,0.5649999,1.1451018,0.0030000,0.0200000,2,theory_interference.csv
361,359,369,0.4,C2,Wigley hull,solid,solid C2: oscillatory left branch; principal crest near Fn 0.40,0.570,0.5700001,1.0556873,0.0030000,0.0200000,2,theory_interference.csv
361,359,369,0.4,C2,Wigley hull,solid,solid C2: oscillatory left branch; principal crest near Fn 0.40,0.575,0.5749999,1.0538531,0.0030000,0.0200000,2,theory_interference.csv
361,359,369,0.4,C2,Wigley hull,solid,solid C2: oscillatory left branch; principal crest near Fn 0.40,0.580,0.5800001,1.0497658,0.0030000,0.0200000,2,theory_interference.csv
361,359,369,0.4,C2,Wigley hull,solid,solid C2: oscillatory left branch; principal crest near Fn 0.40,0.585,0.5850000,1.0468812,0.0030000,0.0200000,2,theory_interference.csv
361,359,369,0.4,C2,Wigley hull,solid,solid C2: oscillatory left branch; principal crest near Fn 0.40,0.590,0.5899999,1.0412190,0.0030000,0.0200000,2,theory_interference.csv
361,359,369,0.4,C2,Wigley hull,solid,solid C2: oscillatory left branch; principal crest near Fn 0.40,0.595,0.5950000,1.0376256,0.0030000,0.0200000,2,theory_interference.csv
361,359,369,0.4,C2,Wigley hull,solid,solid C2: oscillatory left branch; principal crest near Fn 0.40,0.600,0.6000001,1.0330956,0.0030000,0.0200000,2,theory_interference.csv
361,359,369,0.4,C2,Wigley hull,solid,solid C2: oscillatory left branch; principal crest near Fn 0.40,0.605,0.6050000,1.0300982,0.0030000,0.0200000,2,theory_interference.csv
361,359,369,0.4,C2,Wigley hull,solid,solid C2: oscillatory left branch; principal crest near Fn 0.40,0.610,0.6099999,1.0239707,0.0030000,0.0200000,2,theory_interference.csv
361,359,369,0.4,C2,Wigley hull,solid,solid C2: oscillatory left branch; principal crest near Fn 0.40,0.615,0.6150001,1.0250640,0.0030000,0.0200000,2,theory_interference.csv
361,359,369,0.4,C2,Wigley hull,solid,solid C2: oscillatory left branch; principal crest near Fn 0.40,0.620,0.6199999,1.0211137,0.0030000,0.0200000,2,theory_interference.csv
361,359,369,0.4,C2,Wigley hull,solid,solid C2: oscillatory left branch; principal crest near Fn 0.40,0.625,0.6250001,1.0191415,0.0030000,0.0200000,2,theory_interference.csv
361,359,369,0.4,C2,Wigley hull,solid,solid C2: oscillatory left branch; principal crest near Fn 0.40,0.630,0.6300000,1.0142094,0.0030000,0.0200000,2,theory_interference.csv
361,359,369,0.4,C2,Wigley hull,solid,solid C2: oscillatory left branch; principal crest near Fn 0.40,0.635,0.6349999,1.0132230,0.0030000,0.0200000,2,theory_interference.csv
361,359,369,0.4,C2,Wigley hull,solid,solid C2: oscillatory left branch; principal crest near Fn 0.40,0.640,0.6400000,1.0132240,0.0030000,0.0200000,2,theory_interference.csv
361,359,369,0.4,C2,Wigley hull,solid,solid C2: oscillatory left branch; principal crest near Fn 0.40,0.645,0.6450001,1.0073390,0.0030000,0.0200000,2,theory_interference.csv
361,359,369,0.4,C2,Wigley hull,solid,solid C2: oscillatory left branch; principal crest near Fn 0.40,0.650,0.6500000,1.0068254,0.0030000,0.0200000,2,theory_interference.csv
361,359,369,0.4,C2,Wigley hull,solid,solid C2: oscillatory left branch; principal crest near Fn 0.40,0.655,0.6549999,1.0050721,0.0030000,0.0200000,2,theory_interference.csv
361,359,369,0.4,C2,Wigley hull,solid,solid C2: oscillatory left branch; principal crest near Fn 0.40,0.660,0.6600001,1.0036263,0.0030000,0.0200000,2,theory_interference.csv
361,359,369,0.4,C2,Wigley hull,solid,solid C2: oscillatory left branch; principal crest near Fn 0.40,0.665,0.6649999,1.0002296,0.0030000,0.0200000,2,theory_interference.csv
361,359,369,0.4,C2,Wigley hull,solid,solid C2: oscillatory left branch; principal crest near Fn 0.40,0.670,0.6700001,0.9975501,0.0030000,0.0200000,2,theory_interference.csv
361,359,369,0.4,C2,Wigley hull,solid,solid C2: oscillatory left branch; principal crest near Fn 0.40,0.675,0.6750000,0.9958983,0.0030000,0.0200000,2,theory_interference.csv
361,359,369,0.4,C2,Wigley hull,solid,solid C2: oscillatory left branch; principal crest near Fn 0.40,0.680,0.6799999,0.9948760,0.0030000,0.0200000,2,theory_interference.csv
361,359,369,0.4,C2,Wigley hull,solid,solid C2: oscillatory left branch; principal crest near Fn 0.40,0.685,0.6850000,0.9941055,0.0030000,0.0200000,2,theory_interference.csv
361,359,369,0.4,C2,Wigley hull,solid,solid C2: oscillatory left branch; principal crest near Fn 0.40,0.690,0.6900001,0.9942534,0.0030000,0.0200000,2,theory_interference.csv
361,359,369,0.4,C2,Wigley hull,solid,solid C2: oscillatory left branch; principal crest near Fn 0.40,0.695,0.6950000,0.9905032,0.0030000,0.0200000,2,theory_interference.csv
361,359,369,0.4,C2,Wigley hull,solid,solid C2: oscillatory left branch; principal crest near Fn 0.40,0.700,0.6999999,0.9900379,0.0030000,0.0200000,2,theory_interference.csv
361,359,369,0.4,C2,Wigley hull,solid,solid C2: oscillatory left branch; principal crest near Fn 0.40,0.705,0.7050001,0.9917029,0.0030000,0.0200000,2,theory_interference.csv
361,359,369,0.4,C2,Wigley hull,solid,solid C2: oscillatory left branch; principal crest near Fn 0.40,0.710,0.7099999,0.9900498,0.0030000,0.0200000,2,theory_interference.csv
361,359,369,0.4,C2,Wigley hull,solid,solid C2: oscillatory left branch; principal crest near Fn 0.40,0.715,0.7150001,0.9836176,0.0030000,0.0200000,2,theory_interference.csv
361,359,369,0.4,C2,Wigley hull,solid,solid C2: oscillatory left branch; principal crest near Fn 0.40,0.720,0.7200000,0.9895707,0.0030000,0.0200000,2,theory_interference.csv
361,359,369,0.4,C2,Wigley hull,solid,solid C2: oscillatory left branch; principal crest near Fn 0.40,0.725,0.7249999,0.9883161,0.0030000,0.0200000,2,theory_interference.csv
361,359,369,0.4,C2,Wigley hull,solid,solid C2: oscillatory left branch; principal crest near Fn 0.40,0.730,0.7300000,0.9830498,0.0030000,0.0200000,2,theory_interference.csv
361,359,369,0.4,C2,Wigley hull,solid,solid C2: oscillatory left branch; principal crest near Fn 0.40,0.735,0.7350001,0.9831957,0.0030000,0.0200000,2,theory_interference.csv
361,359,369,0.4,C2,Wigley hull,solid,solid C2: oscillatory left branch; principal crest near Fn 0.40,0.740,0.7400000,0.9658447,0.0030000,0.0200000,2,theory_interference.csv
361,359,369,0.4,C2,Wigley hull,solid,solid C2: oscillatory left branch; principal crest near Fn 0.40,0.745,0.7449999,0.9799069,0.0030000,0.0200000,2,theory_interference.csv
361,359,369,0.4,C2,Wigley hull,solid,solid C2: oscillatory left branch; principal crest near Fn 0.40,0.750,0.7500001,0.9781970,0.0030000,0.0200000,2,theory_interference.csv
361,359,369,0.4,C2,Wigley hull,solid,solid C2: oscillatory left branch; principal crest near Fn 0.40,0.755,0.7549999,0.9798024,0.0030000,0.0200000,2,theory_interference.csv
361,359,369,0.4,C2,Wigley hull,solid,solid C2: oscillatory left branch; principal crest near Fn 0.40,0.760,0.7600001,0.9404170,0.0030000,0.0200000,2,theory_interference.csv
361,359,369,0.4,C2,Wigley hull,solid,solid C2: oscillatory left branch; principal crest near Fn 0.40,0.765,0.7650000,0.9560546,0.0030000,0.0200000,2,theory_interference.csv
361,359,369,0.4,C2,Wigley hull,solid,solid C2: oscillatory left branch; principal crest near Fn 0.40,0.770,0.7699999,0.9737597,0.0030000,0.0200000,2,theory_interference.csv
361,359,369,0.4,C2,Wigley hull,solid,solid C2: oscillatory left branch; principal crest near Fn 0.40,0.775,0.7750000,0.9717915,0.0030000,0.0200000,2,theory_interference.csv
361,359,369,0.4,C2,Wigley hull,solid,solid C2: oscillatory left branch; principal crest near Fn 0.40,0.780,0.7800001,0.9665113,0.0030000,0.0200000,2,theory_interference.csv
361,359,369,0.4,C2,Wigley hull,solid,solid C2: oscillatory left branch; principal crest near Fn 0.40,0.785,0.7850000,0.9644445,0.0030000,0.0200000,2,theory_interference.csv
361,359,369,0.4,C2,Wigley hull,solid,solid C2: oscillatory left branch; principal crest near Fn 0.40,0.790,0.7899999,0.9233757,0.0030000,0.0200000,2,theory_interference.csv
361,359,369,0.4,C2,Wigley hull,solid,solid C2: oscillatory left branch; principal crest near Fn 0.40,0.795,0.7950001,0.9202979,0.0030000,0.0200000,2,theory_interference.csv
361,359,369,0.4,C2,Wigley hull,solid,solid C2: oscillatory left branch; principal crest near Fn 0.40,0.800,0.7999999,0.9563334,0.0030000,0.0200000,2,theory_interference.csv
361,359,369,0.4,C2,Wigley hull,solid,solid C2: oscillatory left branch; principal crest near Fn 0.40,0.805,0.8050001,0.9544293,0.0030000,0.0200000,2,theory_interference.csv
361,359,369,0.4,C2,Wigley hull,solid,solid C2: oscillatory left branch; principal crest near Fn 0.40,0.810,0.8100000,0.9083248,0.0030000,0.0200000,2,theory_interference.csv
361,359,369,0.4,C2,Wigley hull,solid,solid C2: oscillatory left branch; principal crest near Fn 0.40,0.815,0.8149999,0.9515062,0.0030000,0.0200000,2,theory_interference.csv
361,359,369,0.4,C2,Wigley hull,solid,solid C2: oscillatory left branch; principal crest near Fn 0.40,0.820,0.8200000,0.9029130,0.0030000,0.0200000,2,theory_interference.csv
361,359,369,0.4,C2,Wigley hull,solid,solid C2: oscillatory left branch; principal crest near Fn 0.40,0.825,0.8250001,0.9238277,0.0030000,0.0253285,2,theory_interference.csv
361,359,369,0.4,C2,Wigley hull,solid,solid C2: oscillatory left branch; principal crest near Fn 0.40,0.830,0.8300000,0.8985388,0.0030000,0.0200000,2,theory_interference.csv
361,359,369,0.4,C2,Wigley hull,solid,solid C2: oscillatory left branch; principal crest near Fn 0.40,0.835,0.8349999,0.9437722,0.0030000,0.0200000,2,theory_interference.csv
361,359,369,0.4,C2,Wigley hull,solid,solid C2: oscillatory left branch; principal crest near Fn 0.40,0.840,0.8400001,0.8931162,0.0030000,0.0200000,2,theory_interference.csv
361,359,369,0.4,C2,Wigley hull,solid,solid C2: oscillatory left branch; principal crest near Fn 0.40,0.845,0.8449999,0.9417646,0.0030000,0.0200000,2,theory_interference.csv
361,359,369,0.4,C2,Wigley hull,solid,solid C2: oscillatory left branch; principal crest near Fn 0.40,0.850,0.8500001,0.9700519,0.0030000,0.0200000,2,theory_interference.csv
361,359,369,0.4,C2,Wigley hull,solid,solid C2: oscillatory left branch; principal crest near Fn 0.40,0.855,0.8550000,0.9399501,0.0030000,0.0200000,2,theory_interference.csv
361,359,369,0.4,C2,Wigley hull,solid,solid C2: oscillatory left branch; principal crest near Fn 0.40,0.860,0.8599999,0.9129751,0.0030000,0.0269933,2,theory_interference.csv
361,359,369,0.4,C2,Wigley hull,solid,solid C2: oscillatory left branch; principal crest near Fn 0.40,0.865,0.8650000,0.8849968,0.0030000,0.0200000,2,theory_interference.csv
361,359,369,0.4,C2,Wigley hull,solid,solid C2: oscillatory left branch; principal crest near Fn 0.40,0.870,0.8700001,0.8849968,0.0030000,0.0200000,2,theory_interference.csv
361,359,369,0.4,C2,Wigley hull,solid,solid C2: oscillatory left branch; principal crest near Fn 0.40,0.875,0.8750000,0.9374702,0.0030000,0.0200000,2,theory_interference.csv
361,359,369,0.4,C2,Wigley hull,solid,solid C2: oscillatory left branch; principal crest near Fn 0.40,0.880,0.8799999,0.9372948,0.0030000,0.0200000,2,theory_interference.csv
361,359,369,0.4,C2,Wigley hull,solid,solid C2: oscillatory left branch; principal crest near Fn 0.40,0.885,0.8850001,0.8829733,0.0030000,0.0200000,2,theory_interference.csv
361,359,369,0.4,C2,Wigley hull,solid,solid C2: oscillatory left branch; principal crest near Fn 0.40,0.890,0.8899999,0.8828541,0.0030000,0.0200000,2,theory_interference.csv
361,359,369,0.4,C2,Wigley hull,solid,solid C2: oscillatory left branch; principal crest near Fn 0.40,0.895,0.8950001,0.8834248,0.0030000,0.0200000,2,theory_interference.csv
361,359,369,0.4,C2,Wigley hull,solid,solid C2: oscillatory left branch; principal crest near Fn 0.40,0.900,0.9000000,0.9378774,0.0030000,0.0200000,2,theory_interference.csv
361,359,369,0.4,C2,Wigley hull,solid,solid C2: oscillatory left branch; principal crest near Fn 0.40,0.915,0.9150001,0.8828343,0.0030000,0.0200000,2,theory_interference.csv
361,359,369,0.4,C2,Wigley hull,solid,solid C2: oscillatory left branch; principal crest near Fn 0.40,0.920,0.9200000,0.8845299,0.0030000,0.0200000,2,theory_interference.csv
361,359,369,0.4,C2,Wigley hull,solid,solid C2: oscillatory left branch; principal crest near Fn 0.40,0.925,0.9249999,0.8887923,0.0030000,0.0200000,2,theory_interference.csv
361,359,369,0.4,C2,Wigley hull,solid,solid C2: oscillatory left branch; principal crest near Fn 0.40,0.930,0.9300001,0.9372948,0.0030000,0.0200000,2,theory_interference.csv
361,359,369,0.4,C2,Wigley hull,solid,solid C2: oscillatory left branch; principal crest near Fn 0.40,0.935,0.9349999,0.8944969,0.0030000,0.0200000,2,theory_interference.csv
361,359,369,0.4,C2,Wigley hull,solid,solid C2: oscillatory left branch; principal crest near Fn 0.40,0.940,0.9400001,0.8968772,0.0030000,0.0200000,2,theory_interference.csv
361,359,369,0.4,C2,Wigley hull,solid,solid C2: oscillatory left branch; principal crest near Fn 0.40,0.945,0.9450000,0.9423911,0.0030000,0.0200000,2,theory_interference.csv
361,359,369,0.4,C2,Wigley hull,solid,solid C2: oscillatory left branch; principal crest near Fn 0.40,0.950,0.9499999,0.9462389,0.0030000,0.0200000,2,theory_interference.csv
362,359,369,0.5,C2,Wigley hull,solid,solid C2: small left oscillations; sharp principal crest near Fn 0.40,0.150,0.1500001,0.9891569,0.0030000,0.0200000,2,theory_interference.csv
362,359,369,0.5,C2,Wigley hull,solid,solid C2: small left oscillations; sharp principal crest near Fn 0.40,0.155,0.1550000,0.9860559,0.0030000,0.0200000,2,theory_interference.csv
362,359,369,0.5,C2,Wigley hull,solid,solid C2: small left oscillations; sharp principal crest near Fn 0.40,0.160,0.1599999,0.9835465,0.0030000,0.0200000,2,theory_interference.csv
362,359,369,0.5,C2,Wigley hull,solid,solid C2: small left oscillations; sharp principal crest near Fn 0.40,0.165,0.1650001,0.9844289,0.0030000,0.0200000,2,theory_interference.csv
362,359,369,0.5,C2,Wigley hull,solid,solid C2: small left oscillations; sharp principal crest near Fn 0.40,0.170,0.1699999,0.9879666,0.0030000,0.0200000,2,theory_interference.csv
362,359,369,0.5,C2,Wigley hull,solid,solid C2: small left oscillations; sharp principal crest near Fn 0.40,0.175,0.1750001,0.9919341,0.0030000,0.0200000,2,theory_interference.csv
362,359,369,0.5,C2,Wigley hull,solid,solid C2: small left oscillations; sharp principal crest near Fn 0.40,0.180,0.1800000,0.9961804,0.0030000,0.0200000,2,theory_interference.csv
362,359,369,0.5,C2,Wigley hull,solid,solid C2: small left oscillations; sharp principal crest near Fn 0.40,0.185,0.1849999,0.9943043,0.0030000,0.0200000,2,theory_interference.csv
362,359,369,0.5,C2,Wigley hull,solid,solid C2: small left oscillations; sharp principal crest near Fn 0.40,0.190,0.1900000,0.9839961,0.0030000,0.0200000,2,theory_interference.csv
362,359,369,0.5,C2,Wigley hull,solid,solid C2: small left oscillations; sharp principal crest near Fn 0.40,0.195,0.1950001,0.9690853,0.0030000,0.0200000,2,theory_interference.csv
362,359,369,0.5,C2,Wigley hull,solid,solid C2: small left oscillations; sharp principal crest near Fn 0.40,0.200,0.2000000,0.9595148,0.0030000,0.0200000,2,theory_interference.csv
362,359,369,0.5,C2,Wigley hull,solid,solid C2: small left oscillations; sharp principal crest near Fn 0.40,0.205,0.2049999,0.9650521,0.0030000,0.0200000,2,theory_interference.csv
362,359,369,0.5,C2,Wigley hull,solid,solid C2: small left oscillations; sharp principal crest near Fn 0.40,0.210,0.2100001,0.9829308,0.0030000,0.0200000,2,theory_interference.csv
362,359,369,0.5,C2,Wigley hull,solid,solid C2: small left oscillations; sharp principal crest near Fn 0.40,0.215,0.2149999,1.0156752,0.0030000,0.0200000,2,theory_interference.csv
362,359,369,0.5,C2,Wigley hull,solid,solid C2: small left oscillations; sharp principal crest near Fn 0.40,0.220,0.2200001,1.0472754,0.0030000,0.0200000,2,theory_interference.csv
362,359,369,0.5,C2,Wigley hull,solid,solid C2: small left oscillations; sharp principal crest near Fn 0.40,0.225,0.2250000,1.0259020,0.0030000,0.0200000,2,theory_interference.csv
362,359,369,0.5,C2,Wigley hull,solid,solid C2: small left oscillations; sharp principal crest near Fn 0.40,0.230,0.2299999,1.0194100,0.0030000,0.0200000,2,theory_interference.csv
362,359,369,0.5,C2,Wigley hull,solid,solid C2: small left oscillations; sharp principal crest near Fn 0.40,0.235,0.2350000,1.0164949,0.0030000,0.0366849,2,theory_interference.csv
